Concurso,Data,Dez1,Dez2,Dez3,Dez4,Dez5,Dez6,Mega,Quina,Quadra,PremioSena,PremioQuina,PremioQuadra,Cidade
1556,14/12/2013,1,4,7,10,11,52,0,549,26705,"R$0,00","R$6.125,83","R$179,90",
1557,17/12/2013,4,16,18,31,45,46,0,123,8744,"R$0,00","R$20.612,58","R$414,21",
1558,19/12/2013,7,15,17,31,42,54,0,186,11538,"R$0,00","R$18.644,94","R$429,38",
1559,21/12/2013,8,12,16,29,37,58,1,317,16431,"R$51.491.466,00","R$11.729,76","R$323,28",OLÍMPIA SP
1560,31/12/2013,20,30,36,38,47,53,4,1147,90376,"R$56.169.465,02","R$38.701,20","R$701,67",MACEIÓ AL   TEOFILÂNDIA BA   CURITIBA PR   PALOTINA PR
1561,02/01/2014,23,26,28,54,55,60,0,20,1669,"R$0,00","R$25.914,28","R$443,62",
1562,04/01/2014,10,12,23,37,47,51,0,59,4384,"R$0,00","R$22.007,62","R$423,11",
1563,09/01/2014,1,6,13,20,36,43,1,202,10395,"R$6.872.625,83","R$9.475,83","R$263,05",ARROIO GRANDE RS
1564,11/01/2014,25,38,44,46,53,54,1,71,5602,"R$3.219.906,28","R$24.619,00","R$445,74",RIO DE JANEIRO RJ
1565,15/01/2014,18,37,39,41,43,51,0,52,5157,"R$0,00","R$38.754,07","R$558,24",
1566,18/01/2014,5,6,11,32,36,60,1,133,8797,"R$14.791.263,61","R$19.327,16","R$417,43",ITAGUAÍ RJ
1567,22/01/2014,2,15,30,38,48,53,0,59,4463,"R$0,00","R$25.222,12","R$476,33",
1568,25/01/2014,19,24,25,28,42,58,0,103,7192,"R$0,00","R$18.255,37","R$373,49",
1569,29/01/2014,5,15,18,31,42,53,0,81,6718,"R$0,00","R$25.568,62","R$440,40",
1570,01/02/2014,15,18,24,42,46,56,0,225,11903,"R$0,00","R$13.231,54","R$357,30",
1571,05/02/2014,3,29,32,46,55,60,0,176,11857,"R$0,00","R$20.467,75","R$434,02",
1572,08/02/2014,20,27,42,45,46,47,0,93,11613,"R$0,00","R$46.724,09","R$534,54",
1573,12/02/2014,7,16,21,35,36,38,0,230,19015,"R$0,00","R$23.076,78","R$398,75",
1574,15/02/2014,6,27,28,33,46,48,0,459,29794,"R$0,00","R$14.318,71","R$315,12",
1575,19/02/2014,1,4,5,14,45,56,1,709,42590,"R$111.503.902,49","R$16.432,41","R$390,78",SANTA BÁRBARA DOESTE SP
1576,22/02/2014,13,15,21,26,30,46,0,88,5886,"R$0,00","R$21.264,00","R$454,16",
1577,26/02/2014,11,14,25,32,51,59,1,86,6004,"R$7.599.721,82","R$26.213,16","R$536,38",RIO DE JANEIRO RJ
1578,01/03/2014,3,6,30,37,53,56,0,107,6347,"R$0,00","R$16.801,81","R$404,64",
1579,05/03/2014,25,34,40,49,51,60,0,23,2180,"R$0,00","R$47.748,72","R$719,67",
1580,08/03/2014,1,6,14,17,33,36,2,378,20400,"R$16.776.243,36","R$9.474,63","R$250,79",RIO DE JANEIRO RJ   SÃO PAULO SP
1581,12/03/2014,14,15,25,30,31,34,0,41,4202,"R$0,00","R$41.234,00","R$574,75",
1582,15/03/2014,1,4,13,17,38,48,1,125,10807,"R$7.343.875,35","R$18.368,65","R$303,51",SÃO PAULO SP
1583,19/03/2014,2,9,17,18,45,47,0,130,7907,"R$0,00","R$12.721,86","R$298,80",
1584,22/03/2014,3,22,27,28,50,54,0,97,7379,"R$0,00","R$22.466,84","R$421,90",
1585,26/03/2014,2,43,47,48,49,55,0,103,8235,"R$0,00","R$28.656,30","R$512,03",
1586,29/03/2014,8,39,43,46,47,58,0,150,10556,"R$0,00","R$25.052,84","R$508,57",
1587,02/04/2014,8,19,21,30,52,56,0,179,12440,"R$0,00","R$25.221,63","R$518,45",
1588,05/04/2014,23,29,32,36,45,49,2,353,21216,"R$25.541.942,10","R$15.601,86","R$370,84",UBERLÂNDIA MG   SÃO PAULO SP
1589,09/04/2014,4,5,11,19,41,51,0,87,7815,"R$0,00","R$19.464,78","R$309,55",
1590,12/04/2014,7,20,34,40,44,55,0,89,8050,"R$0,00","R$37.931,98","R$599,10",
1591,16/04/2014,4,10,23,33,38,55,1,278,16180,"R$37.626.306,90","R$13.578,58","R$333,29",FIGUEIRÃO MS
1592,19/04/2014,31,36,38,41,42,49,0,23,2341,"R$0,00","R$57.425,97","R$806,00",
1593,23/04/2014,4,9,17,18,21,38,1,136,8689,"R$5.259.292,04","R$11.281,23","R$252,24",RESTINGA SP
1594,26/04/2014,6,7,8,23,43,53,0,71,6341,"R$0,00","R$24.708,01","R$395,22",
1595,30/04/2014,2,5,8,42,46,59,2,236,12387,"R$10.975.751,52","R$11.738,12","R$319,48",RIBEIRÃO PRETO SP
1596,03/05/2014,1,5,7,10,12,45,1,380,16970,"R$2.826.993,10","R$4.038,56","R$129,19",Curitiba PR
1597,07/05/2014,5,10,16,44,50,52,0,57,5638,"R$0,00","R$28.914,82","R$417,61",
1598,10/05/2014,29,31,36,42,47,53,0,121,6776,"R$0,00","R$17.829,91","R$454,84",
1599,14/05/2014,3,10,15,35,36,58,1,135,8922,"R$11.882.469,39","R$19.591,99","R$423,49",LOANDA PR
1600,17/05/2014,9,23,32,35,46,57,1,110,8443,"R$17.751.928,34","R$26.147,87","R$486,66",PETRÓPOLIS RJ
1601,21/05/2014,8,10,24,45,56,60,0,90,5373,"R$0,00","R$19.047,65","R$455,79",
1602,24/05/2014,8,12,22,35,40,44,1,69,6039,"R$7.222.388,90","R$31.977,36","R$521,94",RIO DE JANEIRO RJ
1603,28/05/2014,13,20,27,31,53,60,0,64,4652,"R$0,00","R$25.486,21","R$500,89",
1604,31/05/2014,2,21,24,27,40,51,0,62,5333,"R$0,00","R$35.017,62","R$581,57",
1605,04/06/2014,9,19,21,30,31,42,0,87,6694,"R$0,00","R$34.579,33","R$642,02",
1606,07/06/2014,1,15,37,42,46,54,1,101,9327,"R$31.599.293,88","R$36.444,91","R$563,79",MACAÍBA RN
1607,11/06/2014,7,31,32,41,51,52,0,91,2820,"R$0,00","R$18.299,40","R$843,58",
1608,14/06/2014,5,6,17,43,54,59,0,79,5998,"R$0,00","R$25.432,55","R$478,53",
1609,18/06/2014,2,6,13,26,53,60,0,140,8573,"R$0,00","R$14.826,54","R$345,88",
1610,21/06/2014,1,4,9,35,36,53,0,173,9626,"R$0,00","R$15.606,46","R$400,68",
1611,25/06/2014,24,28,47,50,51,58,0,97,6367,"R$0,00","R$32.077,50","R$698,13",
1612,28/06/2014,6,13,17,36,42,51,2,261,16822,"R$21.337.822,84","R$14.506,18","R$321,52",FEIRA DE SANTANA BA   RIO DE JANEIRO RJ
1613,02/07/2014,4,18,31,44,46,49,0,103,5801,"R$0,00","R$16.406,04","R$416,14",
1614,05/07/2014,14,17,21,27,43,49,1,149,7458,"R$6.912.438,29","R$13.843,25","R$395,09",SÃO PAULO SP
1615,09/07/2014,5,20,26,31,33,44,0,71,5701,"R$0,00","R$30.288,72","R$538,87",
1616,12/07/2014,28,31,40,42,46,58,0,185,6475,"R$0,00","R$17.075,01","R$696,93",
1617,16/07/2014,3,23,26,31,47,54,2,265,13116,"R$16.075.904,16","R$14.162,36","R$408,77",UBERLÂNDIA MG   SANTO ANDRÉ SP
1618,19/07/2014,9,20,24,43,51,52,1,32,3161,"R$3.400.793,67","R$57.692,04","R$834,34",FLORESTA PR
1619,23/07/2014,5,8,17,42,46,47,0,92,7438,"R$0,00","R$18.392,04","R$324,98",
1620,26/07/2014,13,23,27,34,38,57,0,136,9539,"R$0,00","R$21.094,54","R$429,64",
1621,30/07/2014,10,22,24,38,39,49,1,81,6823,"R$29.279.523,38","R$42.139,35","R$714,66",PORTO ALEGRE RS
1622,02/08/2014,4,5,7,21,45,53,0,107,7833,"R$0,00","R$17.975,91","R$350,79",
1623,05/08/2014,33,43,49,50,56,59,0,28,1825,"R$0,00","R$45.968,32","R$1.007,52",
1624,07/08/2014,2,27,32,41,47,58,0,76,4576,"R$0,00","R$27.192,42","R$645,17",
1625,09/08/2014,11,22,36,40,45,52,0,77,6419,"R$0,00","R$38.667,21","R$662,62",
1626,13/08/2014,3,5,14,35,43,52,0,158,12451,"R$0,00","R$24.628,84","R$446,47",
1627,16/08/2014,20,26,32,41,45,57,1,130,9306,"R$44.340.626,24","R$35.837,60","R$715,18",DORES DO INDAIÁ MG
1628,20/08/2014,26,29,34,38,50,60,0,36,2795,"R$0,00","R$48.159,74","R$886,14",
1629,23/08/2014,4,20,24,35,47,59,0,92,5701,"R$0,00","R$24.320,52","R$560,67",
1630,27/08/2014,1,7,30,43,44,54,0,81,6412,"R$0,00","R$39.324,58","R$709,67",
1631,30/08/2014,4,29,44,47,48,60,0,140,9659,"R$0,00","R$26.864,44","R$556,25",
1632,03/09/2014,6,18,24,27,56,59,1,244,16339,"R$46.770.615,69","R$19.385,55","R$413,56",Ribeirão Preto SP
1633,06/09/2014,1,2,11,13,36,49,0,99,7430,"R$0,00","R$18.634,31","R$354,70",
1634,10/09/2014,9,10,23,33,44,51,1,110,6257,"R$7.065.301,82","R$18.096,85","R$454,49",Curitiba PR
1635,13/09/2014,8,23,28,30,32,51,0,112,6874,"R$0,00","R$25.026,29","R$582,51",
1636,17/09/2014,19,26,33,35,51,52,0,90,8474,"R$0,00","R$38.637,27","R$586,22",
1637,20/09/2014,1,5,24,47,55,56,0,144,11489,"R$0,00","R$28.113,34","R$503,37",
1638,24/09/2014,1,2,38,41,42,58,0,143,9363,"R$0,00","R$34.576,39","R$754,40",
1639,27/09/2014,16,29,34,35,49,51,2,228,13321,"R$28.473.749,18","R$25.837,80","R$631,76",COLATINA ES   CAMPO GRANDE MS
1640,01/10/2014,2,6,18,23,31,46,2,253,12809,"R$15.134.013,55","R$12.364,00","R$348,87",BARRA DO PIRAÍ RJ   SÃO PAULO SP
1641,04/10/2014,23,29,30,33,46,51,0,47,4951,"R$0,00","R$42.522,20","R$576,66",
1642,08/10/2014,3,23,42,43,47,60,0,53,5355,"R$0,00","R$41.286,03","R$583,74",
1643,11/10/2014,16,19,20,28,37,60,0,60,5152,"R$0,00","R$45.113,02","R$750,54",
1644,15/10/2014,10,13,16,22,34,60,0,92,8884,"R$0,00","R$30.918,20","R$457,39",
1645,18/10/2014,8,18,21,31,37,38,0,137,8400,"R$0,00","R$29.198,03","R$680,29",
1646,22/10/2014,19,23,34,40,41,58,0,126,10700,"R$0,00","R$39.714,43","R$668,09",
1647,25/10/2014,12,17,23,38,53,54,1,259,20655,"R$61.050.152,43","R$24.371,32","R$436,57",TOBIAS BARRETO SE
1648,29/10/2014,15,16,18,20,22,48,0,98,5545,"R$0,00","R$17.711,66","R$447,18",
1649,01/11/2014,24,33,38,42,44,54,0,99,7522,"R$0,00","R$23.864,71","R$448,70",
1650,05/11/2014,17,23,29,38,57,60,0,133,10962,"R$0,00","R$28.160,94","R$488,10",
1651,08/11/2014,8,27,35,38,41,44,0,145,12024,"R$0,00","R$31.866,30","R$548,97",
1652,12/11/2014,7,24,26,28,44,57,0,391,22215,"R$0,00","R$14.612,95","R$367,42",
1653,14/11/2014,1,21,22,27,32,45,0,134,12071,"R$0,00","R$39.421,72","R$625,17",
1654,19/11/2014,7,16,33,42,50,58,0,249,19592,"R$0,00","R$34.739,50","R$630,73",
1655,22/11/2014,7,24,28,46,53,56,2,704,39616,"R$67.657.559,48","R$16.384,73","R$415,95",CIANORTE PR   RIO DE JANEIRO RJ
1656,26/11/2014,4,6,11,43,54,56,0,55,5037,"R$0,00","R$34.902,47","R$544,43",
1657,29/11/2014,7,10,14,37,45,54,1,170,9969,"R$8.336.476,39","R$15.328,71","R$373,42",BURITAMA SP
1658,03/12/2014,7,11,19,23,40,49,1,110,7011,"R$3.748.248,31","R$18.497,85","R$414,60",RIO DE JANEIRO RJ
1659,06/12/2014,4,10,20,33,37,49,0,95,6810,"R$0,00","R$22.938,69","R$457,13",
1660,10/12/2014,8,17,34,38,42,51,1,218,11526,"R$33.639.041,43","R$15.312,71","R$413,74",BARRA DO PIRAÍ RJ
1661,13/12/2014,13,16,27,43,48,58,0,70,6712,"R$0,00","R$30.074,43","R$448,06",
1662,17/12/2014,10,14,25,29,33,57,2,160,8641,"R$4.077.429,91","R$14.510,72","R$383,83",BRASÍLIA DF   GUARANIAÇU PR
1663,20/12/2014,18,20,27,40,49,55,0,28,3524,"R$0,00","R$73.129,68","R$830,07",
1664,24/12/2014,8,21,23,29,36,48,1,131,8211,"R$7.993.708,78","R$17.494,74","R$398,73",RECIFE PE
1665,31/12/2014,1,5,11,16,20,56,4,2581,168546,"R$65.823.888,16","R$19.764,32","R$432,36",BRASÍLIA DF   SANTA RITA DO TRIVELATO MT   SÃO PAULO SP
1666,03/01/2015,1,2,23,27,45,51,0,82,5042,"R$0,00","R$15.191,80","R$352,95",
1667,07/01/2015,7,12,24,44,51,56,1,143,7934,"R$5.862.774,49","R$13.544,91","R$348,75",VILA VELHA ES
1668,10/01/2015,5,40,47,52,55,57,0,42,3171,"R$0,00","R$44.770,97","R$847,13",
1669,14/01/2015,28,29,31,45,48,49,0,54,3941,"R$0,00","R$39.170,42","R$766,73",
1670,17/01/2015,1,17,19,30,33,47,0,132,10142,"R$0,00","R$22.296,52","R$414,56",
1671,21/01/2015,21,27,31,45,55,56,0,71,5343,"R$0,00","R$43.701,29","R$829,60",
1672,24/01/2015,1,3,5,10,20,42,1,566,28440,"R$33.471.002,88","R$6.389,44","R$181,65",SOROCABA SP
1673,28/01/2015,5,10,23,24,35,47,0,97,7613,"R$0,00","R$17.944,76","R$326,62",
1674,31/01/2015,22,30,42,50,58,59,0,49,2994,"R$0,00","R$47.493,31","R$1.110,39",
1675,04/02/2015,3,18,34,35,36,56,1,139,10903,"R$29.353.109,38","R$23.283,01","R$424,04",JUNDIAÍ SP
1676,07/02/2015,1,2,11,37,48,51,0,46,4406,"R$0,00","R$40.843,61","R$609,17",
1677,11/02/2015,10,15,28,33,51,52,2,154,7597,"R$3.678.088,24","R$13.730,83","R$397,62",PARÁ DE MINAS MG   SÃO PAULO SP
1678,14/02/2015,9,11,17,19,35,52,0,111,6955,"R$0,00","R$16.634,25","R$379,25",
1679,18/02/2015,1,2,27,28,46,47,1,35,3289,"R$5.548.048,14","R$33.297,02","R$506,18",Curitiba PR
1680,21/02/2015,23,37,38,46,47,51,1,298,5821,"R$16.547.485,01","R$8.541,66","R$624,68",PORTO ALEGRE RS
1681,25/02/2015,1,6,8,11,33,50,1,90,6663,"R$3.031.830,86","R$18.287,23","R$352,87",SÃO PAULO SP
1682,28/02/2015,7,13,35,37,39,51,0,201,8761,"R$0,00","R$8.894,93","R$291,53",
1683,04/03/2015,4,12,32,33,34,48,1,80,6925,"R$7.199.799,02","R$26.507,29","R$437,45",SANTO ANDRÉ SP
1684,07/03/2015,9,12,18,31,39,50,0,49,4143,"R$0,00","R$38.803,85","R$655,62",
1685,11/03/2015,3,18,31,39,46,51,0,134,7584,"R$0,00","R$21.565,46","R$544,33",
1686,14/03/2015,9,14,37,44,46,55,3,117,8999,"R$8.927.028,65","R$29.578,87","R$549,38",SANTA TERESA ES   IBIUNA SP   SERTÃOZINHO SP
1687,18/03/2015,15,24,37,46,49,58,1,75,4522,"R$3.174.732,56","R$22.979,02","R$544,45",RECIFE PE
1688,21/03/2015,18,23,30,32,42,56,0,47,4355,"R$0,00","R$39.205,52","R$604,44",
1689,25/03/2015,2,5,13,27,41,53,2,185,9634,"R$3.610.233,13","R$11.227,15","R$307,98",REDENÇÃO PA   SÃO PAULO SP
1690,28/03/2015,21,24,26,35,45,53,0,63,5708,"R$0,00","R$42.636,38","R$672,26",
1691,01/04/2015,1,10,24,39,45,58,0,145,9387,"R$0,00","R$21.660,17","R$477,97",
1692,04/04/2015,11,13,14,27,44,56,0,180,12447,"R$0,00","R$17.116,48","R$353,60",
1693,08/04/2015,5,15,18,19,21,38,0,178,13997,"R$0,00","R$22.383,35","R$406,64",
1694,11/04/2015,20,29,34,37,45,57,1,348,10854,"R$46.904.093,93","R$14.457,94","R$662,21",TOLEDO PR
1695,15/04/2015,24,36,38,43,44,58,0,128,8910,"R$0,00","R$22.201,93","R$455,64",
1696,18/04/2015,1,12,17,31,37,46,1,135,9824,"R$32.909.935,88","R$27.832,74","R$546,39",DIAMANTINA MG
1697,22/04/2015,8,23,30,51,53,58,0,62,3593,"R$0,00","R$23.627,94","R$582,45",
1698,25/04/2015,11,13,24,28,44,45,0,132,8869,"R$0,00","R$16.764,14","R$356,43",
1699,29/04/2015,1,6,10,30,33,38,0,189,9424,"R$0,00","R$12.999,07","R$372,42",
1700,02/05/2015,15,18,41,48,50,58,1,65,5380,"R$31.494.038,01","R$45.507,40","R$785,44",CAMBUCI RJ
1701,05/05/2015,3,9,18,32,40,56,1,59,3328,"R$2.018.423,55","R$18.571,45","R$470,34",RIBEIRA DO POMBAL BA
1702,07/05/2015,17,19,33,35,39,52,1,139,5963,"R$2.757.367,25","R$10.768,76","R$358,60",ARAPIRACA AL
1703,09/05/2015,3,23,26,35,39,49,0,75,4451,"R$0,00","R$23.062,69","R$555,15",
1704,13/05/2015,1,7,11,32,51,59,0,74,6399,"R$0,00","R$28.153,70","R$465,11",
1705,16/05/2015,25,27,29,37,50,51,0,60,6095,"R$0,00","R$52.107,79","R$732,79",
1706,20/05/2015,12,31,34,36,48,56,1,136,10756,"R$29.938.493,60","R$25.199,07","R$455,17",CAMPO GRANDE MS
1707,23/05/2015,7,16,20,27,36,52,0,65,4048,"R$0,00","R$26.797,28","R$614,70",
1708,27/05/2015,17,29,32,38,45,50,0,72,4174,"R$0,00","R$30.205,91","R$744,34",
1709,30/05/2015,7,19,30,35,42,47,0,102,6499,"R$0,00","R$26.620,03","R$596,84",
1710,03/06/2015,7,21,28,56,58,59,0,90,6845,"R$0,00","R$39.936,87","R$750,14",
1711,06/06/2015,22,26,38,39,45,50,0,85,6112,"R$0,00","R$44.885,37","R$891,74",
1712,10/06/2015,2,12,19,29,50,59,0,169,9443,"R$0,00","R$31.683,66","R$810,05",
1713,13/06/2015,3,10,16,23,27,29,2,388,21476,"R$31.598.692,07","R$17.070,00","R$440,56",MARINGÁ PR   RIO DE JANEIRO RJ
1714,17/06/2015,2,8,24,36,51,52,0,106,5421,"R$0,00","R$17.471,23","R$488,03",
1715,20/06/2015,16,20,35,40,53,60,0,58,4649,"R$0,00","R$54.443,91","R$970,33",
1716,24/06/2015,2,25,36,41,42,53,1,62,5896,"R$40.781.877,95","R$60.946,26","R$915,55",SÃO PAULO SP
1717,27/06/2015,2,9,16,37,44,58,0,122,4934,"R$0,00","R$14.665,09","R$518,02",
1718,01/07/2015,4,30,31,32,47,53,0,49,3197,"R$0,00","R$41.257,55","R$903,35",
1719,04/07/2015,1,22,31,34,44,54,0,45,3009,"R$0,00","R$57.989,50","R$1.238,91",
1720,07/07/2015,18,23,31,39,49,57,0,47,3410,"R$0,00","R$44.551,33","R$877,21",
1721,09/07/2015,4,12,19,33,36,38,1,188,9668,"R$36.404.331,56","R$15.172,92","R$421,49",ITAPEVI SP
1722,11/07/2015,9,23,39,41,49,58,0,33,2640,"R$0,00","R$52.798,49","R$942,83",
1723,15/07/2015,14,27,30,46,52,60,0,54,3169,"R$0,00","R$38.128,57","R$928,16",
1724,18/07/2015,27,33,37,39,58,60,0,53,4281,"R$0,00","R$48.154,01","R$851,65",
1725,22/07/2015,16,18,26,30,31,34,0,51,5054,"R$0,00","R$66.070,32","R$952,45",
1726,25/07/2015,3,10,42,49,54,57,0,111,7581,"R$0,00","R$34.383,16","R$719,19",
1727,29/07/2015,4,6,19,20,40,41,1,122,8814,"R$46.391.009,23","R$37.224,08","R$736,05",SÃO PAULO SP
1728,01/08/2015,3,8,28,39,42,59,0,45,3617,"R$0,00","R$42.525,31","R$755,81",
1729,04/08/2015,7,14,23,43,44,53,0,39,2553,"R$0,00","R$33.293,47","R$726,56",
1730,06/08/2015,1,10,17,24,42,51,2,195,10089,"R$13.940.874,15","R$12.990,53","R$358,68",PORTO ALEGRE RS   SANTA MARIA RS
1731,08/08/2015,5,18,27,43,49,59,0,68,4160,"R$0,00","R$25.764,20","R$601,63",
1732,12/08/2015,25,34,38,45,53,60,1,73,3177,"R$7.041.557,17","R$28.364,30","R$931,06",RIO DE JANEIRO RJ
1733,15/08/2015,3,5,9,14,41,46,1,63,4818,"R$3.330.428,53","R$28.697,57","R$536,06",BAIXO GUANDÚ ES
1734,19/08/2015,12,17,25,29,41,52,0,64,3315,"R$0,00","R$25.676,61","R$708,16",
1735,22/08/2015,6,16,33,34,45,46,0,86,4779,"R$0,00","R$30.816,66","R$792,22",
1736,26/08/2015,12,13,24,29,32,41,0,105,6581,"R$0,00","R$28.735,58","R$654,96",
1737,29/08/2015,5,8,42,50,51,59,0,73,5770,"R$0,00","R$49.031,90","R$886,19",
1738,02/09/2015,12,28,37,46,48,53,1,96,6889,"R$38.615.395,78","R$40.710,07","R$810,43",GUAÍRA PR
1739,05/09/2015,9,10,17,32,34,46,0,51,4020,"R$0,00","R$35.501,76","R$643,42",
1740,09/09/2015,10,15,25,38,47,53,0,62,4599,"R$0,00","R$36.321,35","R$699,50",
1741,12/09/2015,15,18,20,32,48,49,1,82,6448,"R$31.114.779,74","R$41.724,99","R$758,03",Curitiba PR
1742,16/09/2015,11,19,21,23,27,52,0,83,4483,"R$0,00","R$20.114,88","R$532,02",
1743,19/09/2015,4,10,29,31,34,35,0,40,3955,"R$0,00","R$52.243,33","R$754,82",
1744,23/09/2015,9,12,14,29,42,56,0,96,5272,"R$0,00","R$23.463,68","R$610,37",
1745,26/09/2015,9,13,18,47,52,60,0,128,6976,"R$0,00","R$24.987,82","R$654,98",
1746,30/09/2015,6,18,37,40,41,58,0,106,5849,"R$0,00","R$36.347,41","R$941,02",
1747,03/10/2015,6,33,34,48,53,59,2,93,8700,"R$23.221.167,26","R$51.651,09","R$788,76",ITAÍ SP   SÃO PAULO SP
1748,07/10/2015,2,10,13,41,49,53,0,76,3731,"R$0,00","R$22.602,38","R$657,72",
1749,10/10/2015,3,13,14,29,33,43,0,78,7101,"R$0,00","R$28.649,13","R$449,56",
1750,13/10/2015,15,17,20,31,41,48,0,23,1865,"R$0,00","R$51.788,31","R$912,39",
1751,15/10/2015,15,22,23,42,51,57,0,47,4580,"R$0,00","R$56.298,89","R$825,34",
1752,17/10/2015,9,36,37,53,55,60,0,70,5668,"R$0,00","R$49.588,74","R$874,88",
1753,21/10/2015,8,15,29,35,45,54,1,149,8929,"R$47.335.685,52","R$30.199,58","R$719,92",BRASÍLIA DF
1754,24/10/2015,20,27,30,31,40,53,0,22,1958,"R$0,00","R$79.256,27","R$1.272,17",
1755,28/10/2015,2,5,8,18,30,48,0,123,8784,"R$0,00","R$23.130,69","R$462,70",
1756,31/10/2015,6,13,14,28,35,45,0,134,10310,"R$0,00","R$26.039,14","R$483,47",
1757,04/11/2015,13,25,28,37,43,56,0,311,11196,"R$0,00","R$11.158,23","R$442,78",
1758,07/11/2015,6,11,16,23,36,42,0,230,13800,"R$0,00","R$21.071,57","R$501,70",
1759,10/11/2015,2,14,21,22,51,60,0,70,5957,"R$0,00","R$50.966,89","R$855,57",
1760,13/11/2015,10,24,25,36,47,48,0,206,14689,"R$0,00","R$34.046,20","R$682,09",
1761,14/11/2015,9,10,36,50,53,55,0,176,17821,"R$0,00","R$55.056,18","R$776,76",
1762,18/11/2015,26,32,42,45,55,59,0,219,18595,"R$0,00","R$63.520,19","R$1.068,71",
1763,21/11/2015,9,12,15,21,31,36,0,689,43184,"R$0,00","R$25.269,18","R$575,95",
1764,25/11/2015,6,7,29,39,41,55,1,401,33850,"R$205.329.753,89","R$58.622,54","R$992,09",BRASÍLIA DF
1765,28/11/2015,1,6,28,37,56,58,0,185,9138,"R$0,00","R$28.048,25","R$811,20",
1766,02/12/2015,22,23,41,46,53,60,0,70,7088,"R$0,00","R$75.974,54","R$1.071,87",
1767,05/12/2015,16,26,35,39,44,45,0,84,7608,"R$0,00","R$65.866,39","R$1.038,90",
1768,09/12/2015,5,7,11,34,35,50,0,156,12402,"R$0,00","R$35.476,07","R$637,48",
1769,12/12/2015,32,37,44,47,54,60,0,105,7782,"R$0,00","R$54.460,29","R$1.049,73",
1770,16/12/2015,11,26,27,30,34,41,0,110,8861,"R$0,00","R$55.796,09","R$989,49",
1771,19/12/2015,2,20,27,28,32,38,0,123,10330,"R$0,00","R$51.896,21","R$882,75",
1772,22/12/2015,12,19,27,39,41,45,2,244,13112,"R$98.688.974,76","R$21.377,77","R$568,30",CAMPOS BELOS GO   SANTOS SP
1773,24/12/2015,15,30,39,41,45,59,0,36,2312,"R$0,00","R$55.113,48","R$1.225,95",
1774,26/12/2015,1,12,20,30,52,60,0,37,2707,"R$0,00","R$35.035,75","R$684,11",
1775,31/12/2015,2,18,31,42,51,56,6,827,62767,"R$41.088.919,05","R$43.913,49","R$826,55",ÁGUA BRANCA AL   GUAÇUÍ ES   VILA VELHA ES   VITÓRIA ES   CERQUILHO SP
1776,02/01/2016,10,11,14,19,39,48,0,17,1051,"R$0,00","R$27.190,70","R$628,30",
1777,06/01/2016,4,19,38,44,52,55,0,62,3484,"R$0,00","R$28.129,17","R$715,10",
1778,09/01/2016,4,10,38,40,45,48,0,37,3457,"R$0,00","R$56.503,91","R$863,93",
1779,12/01/2016,12,25,30,39,56,57,0,30,2162,"R$0,00","R$44.777,18","R$887,61",
1780,14/01/2016,6,20,22,31,33,34,0,30,3095,"R$0,00","R$70.266,06","R$972,98",
1781,16/01/2016,1,8,22,49,52,53,2,54,3941,"R$12.626.122,54","R$44.720,27","R$875,37",MANAUS AM   PRATA MG
1782,20/01/2016,6,18,34,47,52,57,0,110,3430,"R$0,00","R$13.771,92","R$630,94",
1783,23/01/2016,4,6,16,18,21,38,0,67,4886,"R$0,00","R$29.033,90","R$568,75",
1784,27/01/2016,4,15,26,30,54,55,0,32,2896,"R$0,00","R$60.305,07","R$951,93",
1785,30/01/2016,5,11,27,41,42,54,0,91,6410,"R$0,00","R$29.194,90","R$592,09",
1786,02/02/2016,2,6,8,21,25,34,0,76,5065,"R$0,00","R$22.419,77","R$480,58",
1787,04/02/2016,1,5,13,25,26,29,2,167,8897,"R$17.008.680,52","R$14.880,66","R$399,02",JUNDIAÍ SP   SÃO CAETANO DO SUL SP
1788,06/02/2016,3,13,42,45,56,59,0,41,3508,"R$0,00","R$35.064,86","R$585,46",
1789,10/02/2016,6,25,43,57,58,59,0,16,1574,"R$0,00","R$55.476,51","R$805,61",
1790,13/02/2016,11,13,26,27,28,50,0,72,5672,"R$0,00","R$34.557,38","R$626,67",
1791,17/02/2016,12,18,46,50,53,55,0,36,3703,"R$0,00","R$71.567,53","R$993,95",
1792,20/02/2016,2,16,17,18,41,47,0,85,6593,"R$0,00","R$34.568,92","R$636,68",
1793,24/02/2016,13,14,22,54,56,58,1,80,5158,"R$35.196.529,96","R$37.673,26","R$834,72",IPUIUNA MG
1794,27/02/2016,1,5,34,37,40,60,1,64,3568,"R$2.942.618,04","R$24.959,71","R$639,58",CUIABÁ MT
1795,02/03/2016,30,42,47,50,55,58,0,48,2549,"R$0,00","R$45.797,11","R$1.232,00",
1796,05/03/2016,22,23,34,48,53,54,1,48,4783,"R$23.818.040,93","R$58.387,61","R$837,07",Curitiba PR
1797,08/03/2016,2,13,14,35,54,57,0,32,2516,"R$0,00","R$27.759,94","R$504,38",
1798,10/03/2016,2,9,23,28,45,53,0,88,4315,"R$0,00","R$15.418,93","R$449,21",
1799,12/03/2016,1,3,4,39,51,53,0,39,3102,"R$0,00","R$43.908,54","R$788,63",
1800,16/03/2016,6,11,16,19,31,56,1,96,5710,"R$22.054.205,88","R$24.829,38","R$596,35",TERESÓPOLIS RJ
